page_id,url,timestamp,content,content_length,source
health-and-wellness,https://www.tarc.edu.my/cpe/health-and-wellness/,2026-03-06T09:16:00.907270,"Health and Lifelong Learning Programmes
We also conduct various courses that enhance the personal well-being and on interests of individuals on topics such as health, fitness, dance and sports.
CLICK HERE FOR FULL LIST OF COURSES
Contact Us
CENTRE FOR CONTINUING AND PROFESSIONAL EDUCATION
TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
JALAN GENTING KELANG
SETAPAK
53300 KUALA LUMPUR
TELEPHONE: +603-4145 0170 / (6)011-1075 8530
FAX: 603-41423166
EMAIL : cpe@tarc.edu.my
OPENING HOURS
8.30am - 5.30pm
 (Monday - Friday)
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",725,tar-umt-website
index,https://www.tarc.edu.my/dsa/index.jsp,2026-03-06T09:16:00.907499,"Campus Life
Department of Student Affairs provide a myriad of student activities and services: Co-curricular Programmes, Societies and Clubs, Student Development, Career Services and Counseling Services.
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",711,tar-umt-website
international-professional-bodies,https://www.tarc.edu.my/apb/international-professional-bodies/,2026-03-06T09:16:01.778883,"International Professional Bodies
1.
The Association of Chartered Certified Accountants (ACCA)
https://fafb.tarc.edu.my/accreditations
2.
CFA Institute
https://fafb.tarc.edu.my/accreditations
3.
The Chartered Institute of Management Accountants (CIMA)
https://fafb.tarc.edu.my/accreditations
4.
The Chartered Institute of Marketing (CIM)
https://fafb.tarc.edu.my/accreditations
5.
CPA Australia
https://fafb.tarc.edu.my/accreditations
6.
Institute of Chartered Accountants in England and Wales (ICAEW)
https://fafb.tarc.edu.my/accreditations
7.
Asian Institute of Chartered Bankers (AICB)
https://fafb.tarc.edu.my/accreditations
8.
Society for Human Resource Management (SHRM)
https://fafb.tarc.edu.my/accreditations
9.
The Chartered Institute of Building (CIOB)
https://fobe.tarc.edu.my/recognitions
10.
Royal Institution of Chartered Surveyors (RICS)
https://fobe.tarc.edu.my/recognitions
11.
Southern Association of Colleges and Schools Commission on Colleges (SACS COC)
https://foas.tarc.edu.my/recognitions
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy
[EXTRACTED FROM IMAGES]
ACCA
7S CFA Institute
University Affiliation Program
(@ aicpasciMA
CIM
Graduate Gateway
mines PROVIDER
THE CHARTERED INSTITUTE OF BUILDING
(9 RICS
¢
sacsOcoc",1270,tar-umt-website
international-student-fees-guide-for-year-2025-intakes,https://www.tarc.edu.my/intfees/international-student-fees-guide-for-year-2025-intakes/,2026-03-06T09:16:01.779497,"Contact Us
Department of Finance
TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
JALAN GENTING KELANG
SETAPAK
53300 KUALA LUMPUR
Tel: 603-41450123, ext.: 3417/3529/3284/3577/3648/3422/3469
Map to TAR UMT
TAR UMT
©
2026
All Rights Reserved
Disclaimer
and
Privacy Policy",279,tar-umt-website
international-students-fees-guide,https://www.tarc.edu.my/apply-and-study/fees/international-students-fees-guide/,2026-03-06T09:16:01.779690,"Fees
International Students Fees Guide
International Student Fees Guide for Year 2026 Intakes
Additional Fees for Bachelor Degrees With Dual Award
Additional Fees for Bachelor Degrees with Professional Qualification
EMGS & Immigration Fees
Guidelines on Payment of Fees for International Students
Refund of Fees for Registered International Student
Fees Glossary
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",439,tar-umt-website
international,https://www.tarc.edu.my/international/,2026-03-06T09:16:00.907688,"Contact Us
Department of International Student Office (DISO)
Address:
Ground Floor, Tan Sri Khaw Kai Boh Building, Jalan Genting Kelang, 53300 Setapak, Kuala Lumpur, MALAYSIA.
Tel :
+6(03) 4145 0100/ 4145 0123
(Ext 3108/3655/3654/3308)
WeChat ID :
TARUMT-DISO
Mobile/ Whatsapp :
+6(011) 1075 8573 (for messaging only)
E-mail :
intstudent@tarc.edu.my
Opening Hours:
8.30am to 5.30pm
(Monday - Friday, except for public holidays)
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",620,tar-umt-website
internationalisation-at-tar-umt,https://www.tarc.edu.my/cou/internationalisation-at-tar-umt/,2026-03-06T09:16:01.779886,"Internationalisation at TAR UMT
To better prepare students for the increasingly globalized workplace, TAR UMT is actively pursuing the following in its efforts to equip students with global mindset, attitudes and competences: -
Internationalisation of Curriculum
Collaboration with Overseas Universities on Undergraduate and Postgraduate Programmes.
Faculty Global Engagement
Inbound/ Outbound Student Mobility Programmes
Recruitment of International Students
Study Abroad Programmes
Staff Exchange Programme
Student Exchange Programme
We welcome overseas institutions of higher learning to explore potential collaborations with us on the above mentioned areas and any other areas that are mutually beneficial.
Please contact Office of the President via email:
presidentoffice@tarc.
edu.my
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",866,tar-umt-website
keep-your-belongings-safe,https://www.tarc.edu.my/dsa/personal-safety/keep-your-belongings-safe/,2026-03-06T09:16:01.780069,"Keep Your Belongings Safe
The University is committed to providing a safe environment for all students. However, we cannot be held responsible for the loss of your personal property. It is important that you take care of your belongings at all times.
Here are some tips on how to keep your belongings safe:
Do not leave valuables unattended, especially in public areas.
Use a backpack or other secure bag to carry your belongings.
Be aware of your surroundings and report any suspicious activity to the Department of Security (security@tarc.edu.my).
There is a lost and found service in the Department of Student Affairs. Any item found on campus will be submitted to the Department of Student Affairs. Students may contact the counter staff to verify that their missing item has been found.
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",1299,tar-umt-website
kl,https://www.tarc.edu.my/kl/,2026-03-06T09:16:01.780278,"Kuala Lumpur Campus
Registration No. DU058(W)
Covering approximately 171 acres of land, TAR UMT Kuala Lumpur (KL) Campus is the flagship campus of TAR UMT that boasts a student population of approximately 32,000. Strategically located between two Light Rail Transit (LRT) stations and easily accessible, TAR UMT KL Campus promises a comfortable and conducive study environment, surrounded by lush and hilly greeneries. TAR UMT KL Campus is also equipped with top-notch academic and recreational facilities that promote a well-balanced, vibrant and healthy campus life for the TARC community.
Contact Us
Kuala Lumpur Campus
Registration No. DU058(W)
Jalan Genting Kelang, Setapak,
53300 Kuala Lumpur,
Tel: (6)03-41450123
Email: info@tarc.edu.my
Map to TAR UMT
Follow us
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",845,tar-umt-website
language-and-communication,https://www.tarc.edu.my/cpe/language-and-communication/,2026-03-06T09:16:01.780479,"Language and Communication
We offers a variety of short language courses such as English, Japanese, French, Korean and Mandarin to students, staff, alumni and public.
The General English Language (AELE0364) course is offered with assessment that can be used to satisfy the University College’s English Language entry requirement. Intensive classes are also conducted to prepare students for the Malaysian University English Test (MUET), IELTS examination and Cambridge Linguaskill Assessment, a test which is aligned to the Common European of Reference (CEFR), the international standard for describing language ability
CLICK HERE FOR FULL LIST OF COURSES
Contact Us
CENTRE FOR CONTINUING AND PROFESSIONAL EDUCATION
TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
JALAN GENTING KELANG
SETAPAK
53300 KUALA LUMPUR
TELEPHONE: +603-4145 0170 / (6)011-1075 8530
FAX: 603-41423166
EMAIL : cpe@tarc.edu.my
OPENING HOURS
8.30am - 5.30pm
 (Monday - Friday)
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",1151,tar-umt-website
latest-update,https://www.tarc.edu.my/dsa/a/transportation/latest-update/,2026-03-06T09:16:01.780698,"Transportation
Latest update
The latest update on TAR UMT shuttle bus service is available at:
(a)
Twitter.com (TAR UMT KL Bus Service)
(b)
www.facebook.com (TAR UMT KL Bus Service)
Contact Infomation:
Department of Student Affairs (Bangunan Tan Sir Khaw Kai Boh)
Tunku Abdul Rahman University of Management and Technology
Jalan Genting Kelang, Setapak 53300 Kuala Lumpur.
Telephone:
General Office:  03-41450123 ext.3752
Mr Yik 03-41450123 ext.3429
More
Penang Branch Campus
Public Bus Service
Bus Routes
Bus Schedule
TAR UMT Bus Service
Johor Branch Campus
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",1066,tar-umt-website
local-professional-bodies,https://www.tarc.edu.my/apb/local-professional-bodies/,2026-03-06T09:16:02.579475,"Local Professional Bodies
1.
The Chartered Institute of Logistics and Transport Malaysia (CILTM)
https://fafb.tarc.edu.my/accreditations
2.
Financial Planning Association of Malaysia (FPAM)
https://fafb.tarc.edu.my/accreditations
3.
The Malaysian Institute of Chartered Secretaries and Administrators (MAICSA)
https://fafb.tarc.edu.my/accreditations
4.
Malaysian Association of Company Secretaries (MACS)
https://fafb.tarc.edu.my/accreditations
5.
The Malaysian Institute of Certified Public Accountants (MICPA) x Chartered Accountants Australia & New Zealands (CA ANZ)
https://fafb.tarc.edu.my/accreditations
6.
The Board of Valuers, Appraisers, Estate Agents and Property Managers (BOVAEP)
https://fobe.tarc.edu.my/recognitions
7.
The Board of Quantity Surveyors Malaysia (BQSM)
https://fobe.tarc.edu.my/recognitions
8.
Lembaga Arkitek Malaysia (LAM)
https://fobe.tarc.edu.my/recognitions
9.
Royal Institution of Surveyors Malaysia (RISM)
https://fobe.tarc.edu.my/recognitions
10.
Food Analyst Registration Information System of Malaysia (FARIS)
https://foas.tarc.edu.my/recognitions
11.
Institut Kimia Malaysia (IKM)/ Malaysian Institute of Chemistry
https://foas.tarc.edu.my/recognitions
12.
Board Of Engineers Malaysia (BEM)
https://foet.tarc.edu.my/recognitions/BEM
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy
[EXTRACTED FROM IMAGES]
wea The Chartered
€ @ BD institute of Logistics
gM and Transport
MICPA | A
{\
LEMBAGA
ARKITEK
MALAYSIA
Liver",1481,tar-umt-website
locker-services,https://www.tarc.edu.my/dsa/locker-services/,2026-03-06T09:16:03.068424,"Locker Services
University lockers are available for rent by students at affordable rental rates. The terms for renting a locker are as follows:
A rental fee of RM 10 is required for the period from 1 June to 15 November and from 16 November to 30 April.
Students must make a payment of RM 10 to the Department of Finance (DFIN). After payment, complete the
application form
and upload proof of payment. You will be notified by email when your application is received.
The University is not responsible for the safety of contents in lockers.
Students are advised not to store valuables in the locker.
Students must bring their own lock.
Subletting or transferring the lease is not permitted.
Students are required to remove their belongings at the end of the lease. Items in the locker will be removed by the 30
th
day after the end of the lease.
Students are responsible for keeping the locker in good condition. If the locker is damaged due to careless use, a penalty of RM20 will be deducted from the caution money.
The University reserves the right to remove the contents of unregistered/unrenewed lockers and illegal contents.
CONTACT US
KL Main Campus:
Department of Student Affairs (Room A005)
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Kuala Lumpur Main Campus
Jalan Genting Kelang
53300 Kuala Lumpur
Ms Rukhsanah
Tel: 03-41450123 ext 3752
dsa@tarc.edu.my
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy
[EXTRACTED FROM IMAGES]
a ‘a
Gr)
»)
TUNKU ABOUL RAHMAN
TARUMT AND TECHNOLOGY
SERVICES
*t
SS ” EE
189-260 : DK?
RENTAL
PERIOD
«Locker numbers are subjected to availability
SCAN F FO OR MoO
RE DETAILS
APR
= R
= ! i.
RM 10 PER PERIOD",2103,tar-umt-website
malaysian-student-fees-guide,https://www.tarc.edu.my/bursary/malaysian-student-fees-guide/,2026-03-06T09:16:03.068768,"MALAYSIAN STUDENT FEES GUIDE FOR YEAR 2026 INTAKES
Estimated total fees
Download PDF
Pre-University Programmes
Programme
(RM)
Foundation
·Arts, Business
9,900 (1 year)
·Science, Computing
10,200 (1 year)
Undergraduate Programmes
Areas of Discipline
Diploma^
(RM)
(2 to 2 yrs 6 mths)
Bachelor Degree
(RM)
(3 to  4 years)
Faculty of  Applied Sciences
·  Chemistry, Applied Physics, Life Science, Bioscience, Food Science, Sports & Exercise Science, Sports Coaching & Performance Analysis, Aquaculture
19,300 – 20,000
·  37,200– 38,400
·  Nutrition
·  43,400 (3 yrs 6 mths)
Faculty of Computing and Information Technology
· Computer Science, Data Science, Software Engineering, Information Systems, Information Technology & Security, Interactive Software Technology, Management Mathematics with Computing
19,200 – 19,300
·  37,200 – 38,400
Faculty of Accountancy, Finance and Business
·  Accounting
18,900 – 19,700
· 45,100 (4 years)
·  Commerce, Business, Corporate Administration, Economics, Finance, Marketing, Entrepreneurship, Logistics & Supply Chain Management
· 36,400 – 38,400
Faculty of Engineering and Technology
·  Electrical & Electronics, Mechanical, Mechatronics, Electronics Engineering Technology
· 21,000 – 21,700 (2 yrs 6 mths)
·  43,000 – 44,700 (4 years)
· Materials & Manufacturing Technology
· 20,300 (2 yrs 4 mths)
·  37,800 (3 yrs 6 mths)
· Product Development & Industrial Technology
· 20,500 (2 yrs 3 mths)
·  37,800 (3 yrs 6 mths)
Faculty of Built Environment
· Construction Management & Economics
· 19,800
· 40,100
· Architecture
· -
· 37,500
· Real Estate Management
· 21,800 (2 yrs 4 mths)
· 43,300 (3 yrs 6 mths)
· Quantity Surveying
· 21,800 (2 yrs 4 mths)
· 42,300 (4 years)
· Interior Architecture
· -
· 41,300 (3 yrs 6 mths)
Faculty of Communication and Creative Industries
· Creative Arts & Design, Mass Communication
· 19,700 – 20,200
36,300 – 37,800
· Multimedia Design
· 20,200 (2 yrs 4 mths)
Faculty of Social Science and Humanities
· Counselling/Psychology, Hospitality & Tourism, Event Management, English, Gastropreneurship
· 19,200 – 19,300
36,300 – 37,500
· Early Childhood Education, Early Childhood Special Education
· 19,500 (2 yrs 2 mths)
· Culinary Arts
· 20,100 (2 yrs 4 mths)
a.
Additional fees may be chargeable for dual award/professional recognition programmes, special projects, learning materials, field trips and external accreditation.
b. ^ TAR UMT Diploma will be accepted on credit transfer into relevant Bachelor Degree programmes.
c.
The estimated total fees may vary by 10%.
Estimated total fees are inclusive of the following:
Description
Amount (RM)
Remarks
Registration Fee
150
One time payment.
Orientation & Activity Fee
120
Caution Money
200
Facilities & Resource Fee
200
Payable each subsequent year by intake session.
Insurance Premium
13
Laboratory / Workshop Fee
300-500
Applicable to relevant programmes by level of study.
Payable each subsequent year by intake session.
Special Administration Fee
200
Award Assessment Fee
60-100
Applicable to relevant programmes by level of study.
Payable in the final year of study.
Above fees are payable for each level of programme study.
Additional fees may be chargeable for dual award/ professional recognition programmes, special projects, learning materials, field trips, and external accreditation.
Fees are subject to change. TAR UMT reserves the absolute right to revise fees/ information from time to time without prior notice. All information is correct at the time of publish (updated November 2025).
Estimated total fees
Download PDF
Pre-University Programmes
Programme
(RM)
Foundation
·Arts, Business
9,900 (1 year)
·Science, Computing
10,200 (1 year)
Undergraduate Programmes
Areas of Discipline
Diploma^
(RM)
(2 to 2 yrs 6 mths)
Bachelor Degree
(RM)
(3 to  4 years)
Faculty of  Applied Sciences
·  Chemistry, Applied Physics, Life Science, Bioscience, Food Science, Sports & Exercise Science, Sports Coaching & Performance Analysis, Aquaculture
19,300 – 20,000
·  37,200– 38,400
·  Nutrition
·  43,400 (3 yrs 6 mths)
Faculty of Computing and Information Technology
· Computer Science, Data Science, Software Engineering, Information Systems, Information Technology & Security, Interactive Software Technology, Management Mathematics with Computing
19,200 – 19,300
·  37,200 – 38,400
Faculty of Accountancy, Finance and Business
·  Accounting
18,900 – 19,700
· 45,100 (4 years)
·  Commerce, Business, Corporate Administration, Economics, Finance, Marketing, Entrepreneurship, Logistics & Supply Chain Management
· 36,400 – 38,400
Faculty of Engineering and Technology
·  Electrical & Electronics, Mechanical, Mechatronics, Electronics Engineering Technology
· 21,000 – 21,700 (2 yrs 6 mths)
·  43,000 – 44,700 (4 years)
· Materials & Manufacturing Technology
· 20,300 (2 yrs 4 mths)
·  37,800 (3 yrs 6 mths)
· Product Development & Industrial Technology
· 20,500 (2 yrs 3 mths)
·  37,800 (3 yrs 6 mths)
Faculty of Built Environment
· Construction Management & Economics
· 19,800
· 40,100
· Architecture
· -
· 37,500
· Real Estate Management
· 21,800 (2 yrs 4 mths)
· 43,300 (3 yrs 6 mths)
· Quantity Surveying
· 21,800 (2 yrs 4 mths)
· 42,300 (4 years)
· Interior Architecture
· -
· 41,300 (3 yrs 6 mths)
Faculty of Communication and Creative Industries
· Creative Arts & Design, Mass Communication
· 19,700 – 20,200
36,300 – 37,800
· Multimedia Design
· 20,200 (2 yrs 4 mths)
Faculty of Social Science and Humanities
· Counselling/Psychology, Hospitality & Tourism, Event Management, English, Gastropreneurship
· 19,200 – 19,300
36,300 – 37,500
· Early Childhood Education, Early Childhood Special Education
· 19,500 (2 yrs 2 mths)
· Culinary Arts
· 20,100 (2 yrs 4 mths)
a.
Additional fees may be chargeable for dual award/professional recognition programmes, special projects, learning materials, field trips and external accreditation.
b. ^ TAR UMT Diploma will be accepted on credit transfer into relevant Bachelor Degree programmes.
c.
The estimated total fees may vary by 10%.
Estimated total fees are inclusive of the following:
Description
Amount (RM)
Remarks
Registration Fee
150
One time payment.
Orientation & Activity Fee
120
Caution Money
200
Facilities & Resource Fee
200
Payable each subsequent year by intake session.
Insurance Premium
13
Laboratory / Workshop Fee
300-500
Applicable to relevant programmes by level of study.
Payable each subsequent year by intake session.
Special Administration Fee
200
Award Assessment Fee
60-100
Applicable to relevant programmes by level of study.
Payable in the final year of study.
Above fees are payable for each level of programme study.
Additional fees may be chargeable for dual award/ professional recognition programmes, special projects, learning materials, field trips, and external accreditation.
Fees are subject to change. TAR UMT reserves the absolute right to revise fees/ information from time to time without prior notice. All information is correct at the time of publish (updated November 2025).
Contact Us
Department of Finance
TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
JALAN GENTING KELANG
SETAPAK
53300 KUALA LUMPUR
Tel: 603-41450123, ext.: 3417/3529/3284/3577/3648/3422/3469
Map to TAR UMT
TAR UMT
©
2026
All Rights Reserved
Disclaimer
and
Privacy Policy",7274,tar-umt-website
malaysians-student-fees,https://www.tarc.edu.my/apply-and-study/fees/malaysians-student-fees/,2026-03-06T09:16:03.069219,"Fees
Malaysian Student Fees Guide
Fees Guide for Year 2026 Intakes
Additional Fees for Bachelor Degrees With Dual Award
Additional Fees for Bachelor Degrees with Professional Qualification
PRIHATIN FLEXI PAYMENT PLAN (“PRIHATIN PLAN”) FOR YEAR 2026
Guidelines on Payment of Fees
Refund of Fees for Registered Student
Application for Refund of Caution Money
Fees Glossary
Fees Schedule For Students On Conditional Offer Year 2026 Intakes
Refund Policy - Conditional Offer
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",547,tar-umt-website
merit-scholarship,https://www.tarc.edu.my/admissions/merit-scholarship/,2026-03-06T09:16:03.069420,"Merit Scholarship
The TAR UMT
Merit
Scholarship
is awarded to outstanding Malaysian students in the form of tuition fee waiver of up to 100%.
Candidates who meet the
scholarship
criteria will be automatically offered the
Merit
Scholarship
(Terms & Conditions Apply) upon admission.
May/June 2026 Intakes
September 2026 and November 2026 Intakes
(new criteria)
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",436,tar-umt-website
micro-credential,https://www.tarc.edu.my/cpe/micro-credential/,2026-03-06T09:16:03.069603,"MCP & Bridging
Micro-credential Programmes
Micro-credential Programmes (MCPs) is a digital certification of assessed learning of knowledge, skills and competencies in a specific narrow area or field which can be components of academic programmes or standalone courses supporting professional, academic and personal development of learners
CLICK HERE FOR FULL LIST OF COURSES
Contact Us
CENTRE FOR CONTINUING AND PROFESSIONAL EDUCATION
TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
JALAN GENTING KELANG
SETAPAK
53300 KUALA LUMPUR
TELEPHONE: +603-4145 0170 / (6)011-1075 8530
FAX: 603-41423166
EMAIL : cpe@tarc.edu.my
OPENING HOURS
8.30am - 5.30pm
 (Monday - Friday)
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",870,tar-umt-website
mobility-programme,https://www.tarc.edu.my/cpe/mobility-programme/,2026-03-06T09:16:03.069797,"Contact Us
CENTRE FOR CONTINUING AND PROFESSIONAL EDUCATION
TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
JALAN GENTING KELANG
SETAPAK
53300 KUALA LUMPUR
TELEPHONE: +603-4145 0170 / (6)011-1075 8530
FAX: 603-41423166
EMAIL : cpe@tarc.edu.my
OPENING HOURS
8.30am - 5.30pm
 (Monday - Friday)
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",495,tar-umt-website
overview-new,https://www.tarc.edu.my/dsa/financial-aid/overview-new/,2026-03-06T09:16:03.520411,"overview new
Financial Aid is intended to help you finance your studies in Tunku Abdul Rahman University of Management and Technology when family and personal resources are not enough to meet your total education costs. Financial aid consists of scholarships and grants (aid that does not require repayment) and study loans (aid which must be repaid).
The University College provides a variety of scholarships, grants and study loans, some of which are administered by the Student Financial Aid Unit and others by external organizations. Some types of financial aid offered to students are merit-based, while others will take into consideration certain main criteria such as the applicant’s academic performance, family financial background and/or their participation in extra-curricular activities.
Scholarships
/ Grants
Study Loans
PTPTN
FAQ
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",1351,tar-umt-website
overview,https://www.tarc.edu.my/dsa/a/student-counselling-services/overview/,2026-03-06T09:16:03.069990,"Student Counselling Services
Overview
Student Counselling Services (SCS)
The Student Counselling Services (SCS) is dedicated to
provide
services and programmes designed to assist students in achieving mental and emotional well-being. Be it academic or personal issues, we will journey with you, helping you to learn how to manage, cope and make informed choices.
SCS team of professional counsellors will always strive to take into account the client’s best interests and well-being. In times of challenges and need, problems can appear to be unsolvable. By sharing, one can gain clarity and new perspectives.
Let Us Journey with You.
For more information about Kuala Lumpur Campus Student Counselling Services, please visit here:
Kuala Lumpur Main Campus
For Branch Campus Counselling Services, please visit here:
Penang Branch
Perak Branch
Johor Branch
Pahang Branch
Sabah Branch
Contact Us
Department of Student Affairs
Tunku Abdul Rahman University OF Management And Technology
Kuala Lumpur Main Campus
Ground Floor, Bangunan Tan Sri Khaw Kai Boh
Jalan Genting Kelang 53300
Kuala Lumpur
Malaysia
Tel: 03-41450123 ext 3752 / 3343
Fax: 03-41423166
WhatsApp: 0111 087 5854
Email: dsa@tarc.edu.my
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT © 2026 All Rights Reserved
Disclaimer
Privacy Policy
and
ABAC Policy",1389,tar-umt-website
partner-institutions,https://www.tarc.edu.my/sau/partner-institutions/,2026-03-06T09:16:03.520748,"Partner Institutions
Partner University
Country
Griffith University
Australia
University of South Australia (UniSA)
University of Tasmania (UTAS)
Dublin City University (DCU)
Ireland
Dundalk Institute of Technology (DKIT)
Galway-Mayo Institute of Technology (GMIT)
Griffith College Dublin (GCD)
University of Limerick (UL)
Technological University of the Shannon: Midlands Midwest (TUS)
(previously known as Athlone Institute of Technology and Limerick Institute of Technology)
Dankook University (DKU)
Korea
IMI International Management Institute
Switzerland
Birmingham City University (BCU)
United Kingdom
Coventry University
Sheffield Hallam University (SHU)
Teesside University
University of Northampton
University of Plymouth
Contact Us
CENTRE FOR CONTINUING AND PROFESSIONAL EDUCATION
TUNKU ABDUL RAHMAN UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
JALAN GENTING KELANG
SETAPAK
53300 KUALA LUMPUR
TELEPHONE: +603-4145 0170 / (6)011-1075 8530
FAX: 603-41423166
EMAIL : cpe@tarc.edu.my
OPENING HOURS
8.30am - 5.30pm
 (Monday - Friday)
Map to TAR UMT
General / Programme Enquiry
Your Name
E-mail Address
Phone Number
Subject
Write Your Message Here...
TAR UMT
©
2026
All Rights Reserved
Disclaimer
and
Privacy Policy",1214,tar-umt-website
